Title,Price,Bedrooms,Area,Link
Amazing South End 1 Bedroom,3468,1,820ft2,https://boston.craigslist.org/gbs/fee/d/amazing-south-end-1-bedroom/6444706933.html
Studio on Orkney Rd BRIGHTON,1550,,,https://boston.craigslist.org/gbs/fee/d/studio-on-orkney-rd-brighton/6439603912.html
Stunning 2 Bedroom/2 Bath in Seaport District,3979,2,1132ft2,https://boston.craigslist.org/gbs/fee/d/stunning-2-bedroom-2-bath-in/6433179451.html
"Renovated Davis Sq 3BR w/ Parking Included, Free Laundry - Avail NOW!",2975,3,,https://boston.craigslist.org/gbs/fee/d/renovated-davis-sq-3br/6464821197.html
1 Bed on Commonwealth Ave. ALLSTON,1550,1,,https://boston.craigslist.org/gbs/fee/d/1-bed-on-commonwealth-ave/6439586638.html
Studio on Commonwealth Ave ALLSTON Mins to Downtown,1550,,,https://boston.craigslist.org/gbs/fee/d/studio-on-commonwealth-ave/6439603839.html
Charming South End 2 Bedroom,4144,2,1107ft2,https://boston.craigslist.org/gbs/fee/d/charming-south-end-2-bedroom/6444712161.html
Prime South End Location,3879,2,1098ft2,https://boston.craigslist.org/gbs/fee/d/prime-south-end-location/6444715126.html
Wonderfully Updated 1 Bedroom in South End,3085,1,709ft2,https://boston.craigslist.org/gbs/fee/d/wonderfully-updated-1-bedroom/6444718717.html
Stunning 1 Bedroom in South End,3158,1,715ft2,https://boston.craigslist.org/gbs/fee/d/stunning-1-bedroom-in-south/6444721050.html
MASSIVE LOFT FACING NORTH END ON A HIGH FLOOR AND UPDATED APPLIANCES!!,2415,,650ft2,https://boston.craigslist.org/gbs/fee/d/massive-loft-facing-north-end/6464820905.html
Charming South End 2 Bedroom- NO BROKER FEE!,3450,2,,https://boston.craigslist.org/gbs/nfb/d/charming-south-end-2-bedroom/6438774595.html
Prime Seaport District Location,5103,2,1222ft2,https://boston.craigslist.org/gbs/fee/d/prime-seaport-district/6433175077.html
Studio on Bowdoin St BEACON HILL Near SUFFOLK EMERSON MGH,2000,,,https://boston.craigslist.org/gbs/fee/d/studio-on-bowdoin-st-beacon/6439504372.html
"Pets Allowed, Large 1 Bedroom, Perfect Location For Anything Close!",3200,1,,https://boston.craigslist.org/gbs/fee/d/pets-allowed-large-1-bedroom/6464820638.html
2 Bed 2 Bath Available 9/01 With Gas H&HW,3200,2,,https://boston.craigslist.org/gbs/fee/d/2-bed-2-bath-available-9-01/6464820574.html
Prime North End 1 Bedroom- AVAILABLE Jan 1 or Feb 1,1900,1,465ft2,https://boston.craigslist.org/gbs/fee/d/prime-north-end-1-bedroom/6438772355.html
COMM AVE CONDO MINS TO BU *MUST SEE*,2300,1,525ft2,https://boston.craigslist.org/gbs/fee/d/comm-ave-condo-mins-to-bu/6439674333.html
1 Bed on Park Dr FENWAY,1800,1,,https://boston.craigslist.org/gbs/fee/d/1-bed-on-park-dr-fenway/6434840968.html
Joy St 1 Bed Beacon Hill Mins to the Financial District,2100,1,,https://boston.craigslist.org/gbs/fee/d/joy-st-1-bed-beacon-hill-mins/6439522862.html
Studio on Orkney Rd BRIGHTON,1575,,,https://boston.craigslist.org/gbs/fee/d/studio-on-orkney-rd-brighton/6439616915.html
"Stunning Brookline 4 Bd on Dwight St., 3.5 Bath, NO FEE",8000,4,3003ft2,https://boston.craigslist.org/gbs/nfb/d/stunning-brookline-4-bd-on/6464820244.html
1 Bd on Commonwealth Ave ALLSTON,1750,1,,https://boston.craigslist.org/gbs/fee/d/1-bd-on-commonwealth-ave/6439616948.html
Quality North End 1 Bedroom,1900,1,465ft2,https://boston.craigslist.org/gbs/fee/d/quality-north-end-1-bedroom/6444666549.html
"Huge, single family, 4 beds, east side",4000,4,,https://boston.craigslist.org/gbs/fee/d/huge-single-family-4-beds/6464820118.html
1 bed | fly | laundry in unit | available September 1st,1900,1,,https://boston.craigslist.org/gbs/fee/d/1-bed-fly-laundry-in-unit/6464820078.html
Studio on Commonwealth Ave ALLSTON Mins to Downtown,1550,,,https://boston.craigslist.org/gbs/fee/d/studio-on-commonwealth-ave/6439603782.html
6 Bd on Pratt St ALLSTON Near BU,4800,6,,https://boston.craigslist.org/gbs/fee/d/6-bd-on-pratt-st-allston-near/6439680446.html
Amazing Theater District 1 Bedroom- NO BROKER FEE!,2675,1,,https://boston.craigslist.org/gbs/nfb/d/amazing-theater-district-1/6444735821.html
April 1st 1 BED 1 Bath With H&HW Cat OK,1850,1,,https://boston.craigslist.org/gbs/fee/d/april-1st-1-bed-1-bath-with/6456776925.html
Prime West End Location,4050,2,1275ft2,https://boston.craigslist.org/gbs/fee/d/prime-west-end-location/6447964662.html
1 Bed 1 Bath Available APRIL 1st Cat OK,1775,1,,https://boston.craigslist.org/gbs/fee/d/1-bed-1-bath-available-april/6456778460.html
IMMACULATE VIEW FROM YOUR LUXURIOUS HIGH RISE TWO BED TWO BATH!!!,3525,2,833ft2,https://boston.craigslist.org/gbs/nfb/d/immaculate-view-from-your/6464819658.html
Stunning West End 2 Bedroom,4065,2,1235ft2,https://boston.craigslist.org/gbs/fee/d/stunning-west-end-2-bedroom/6448021753.html
"South Boston 2 Bd on D St., NO FEE, Pet Ok, Parking For Rent",4000,2,,https://boston.craigslist.org/gbs/nfb/d/south-boston-2-bd-on-st-no/6464819630.html
Prime Chinatown Location- NO BROKER FEE!,1975,1,,https://boston.craigslist.org/gbs/nfb/d/prime-chinatown-location-no/6444757456.html
1 Bed 1 Bath For MARCH 1 Cats Welcome Plus H&HW,1750,1,,https://boston.craigslist.org/gbs/fee/d/1-bed-1-bath-for-march-1-cats/6456780568.html
BU South Studio Aberdeen St KENMORE,1450,,,https://boston.craigslist.org/gbs/fee/d/bu-south-studio-aberdeen-st/6439616989.html
Huge 4 Bedroom Heat/HW included,3500,4,1200ft2,https://boston.craigslist.org/gbs/fee/d/huge-4-bedroom-heat-hw/6439586766.html
HUGE Back Bay 1 Bed Mins to Downton,2650,1,,https://boston.craigslist.org/gbs/fee/d/huge-back-bay-1-bed-mins-to/6439435004.html
3 Bd on Beacon St Kenmore Mins to BU SIMMONS WHEELOCK,3360,3,731ft2,https://boston.craigslist.org/gbs/fee/d/3-bd-on-beacon-st-kenmore/6439639482.html
Prime Chinatown Location- NO BROKER FEE!,2950,2,,https://boston.craigslist.org/gbs/nfb/d/prime-chinatown-location-no/6444756267.html
Nice 4 bed 2 bath unit in a Prime location,4400,4,,https://boston.craigslist.org/gbs/fee/d/nice-4-bed-2-bath-unit-in/6464815522.html
1 Bd on Boylston Sr BACK BAY Near EMERSON SUFFOLK,2800,1,,https://boston.craigslist.org/gbs/fee/d/1-bd-on-boylston-sr-back-bay/6439674399.html
Beautiful North End 5 Bedroom,4750,5,1400ft2,https://boston.craigslist.org/gbs/fee/d/beautiful-north-end-5-bedroom/6435784648.html
Westland Ave Studio FENWAY Near NEU WIT BERKLEE BAC BOCO,1850,,,https://boston.craigslist.org/gbs/fee/d/westland-ave-studio-fenway/6439435046.html
BU South Studio Aberdeen St KENMORE,1450,,,https://boston.craigslist.org/gbs/fee/d/bu-south-studio-aberdeen-st/6439235801.html
FURNISHED SHORT TERM 1 BED IN KENMORE SQ MINS TO BU,2600,1,520ft2,https://boston.craigslist.org/gbs/fee/d/furnished-short-term-1-bed-in/6439674248.html
AT Longwood Medical Large Studio-Ht/Hw-Students ok. E train-Sept,1860,,,https://boston.craigslist.org/gbs/fee/d/at-longwood-medical-large/6464819011.html
2 Bed on Reedsdale St ALLSTON Near BU,2800,2,,https://boston.craigslist.org/gbs/fee/d/2-bed-on-reedsdale-st-allston/6439586705.html
Studio on Burbank St FENWAY Near NEU BERKLEE BOCO NEC WIT,1525,,,https://boston.craigslist.org/gbs/fee/d/studio-on-burbank-st-fenway/6439452365.html
Studio on Brainerd Rd ALLSTON,1575,,,https://boston.craigslist.org/gbs/fee/d/studio-on-brainerd-rd-allston/6439523356.html
BEACON ST 1 BED KENMORE SQ AMAZING DEAL - MUST SEE - MINS TO DOWNTOWN,2100,1,517ft2,https://boston.craigslist.org/gbs/fee/d/beacon-st-1-bed-kenmore-sq/6439344878.html
BU SOUTH 2 Bed KENMORE,2450,1,516ft2,https://boston.craigslist.org/gbs/fee/d/bu-south-2-bed-kenmore/6439639552.html
3 Bed on Beacon St KENMORE BU MCPHS SIMMONS,2820,3,752ft2,https://boston.craigslist.org/gbs/fee/d/3-bed-on-beacon-st-kenmore-bu/6439639459.html
Studio on Orkney Rd BRIGHTON,1550,,,https://boston.craigslist.org/gbs/fee/d/studio-on-orkney-rd-brighton/6439434880.html
Stunning 2 Bd on Mt Vernon St BEACON HILL,3100,2,,https://boston.craigslist.org/gbs/fee/d/stunning-2-bd-on-mt-vernon-st/6439205505.html
3 Bed on Beacon St in KENMORE Near BU SOUTH CAMPUS,3300,3,731ft2,https://boston.craigslist.org/gbs/fee/d/3-bed-on-beacon-st-in-kenmore/6439639563.html
1 Bed on Beacon St Kenmore Sq Mins to MIT BU BUMC,2100,1,517ft2,https://boston.craigslist.org/gbs/fee/d/1-bed-on-beacon-st-kenmore-sq/6439617027.html
Great Seaport District 1 Bedroom,2621,1,587ft2,https://boston.craigslist.org/gbs/fee/d/great-seaport-district-1/6433142782.html
1 Bed on Beacon St Kenmore Sq Mins to MIT BU BUMC,2100,1,517ft2,https://boston.craigslist.org/gbs/fee/d/1-bed-on-beacon-st-kenmore-sq/6439617027.html
Great Seaport District 1 Bedroom,2621,1,587ft2,https://boston.craigslist.org/gbs/fee/d/great-seaport-district-1/6433142782.html
"2 Bd on Washington St., CLOSE TO BMC/TUFTSMEDSCHOOL",2900,2,,https://boston.craigslist.org/gbs/fee/d/2-bd-on-washington-st-close/6439586919.html
4 Bd on Chiswick Rd. BRIGHTON **CLOSE BC**,4005,4,,https://boston.craigslist.org/gbs/fee/d/4-bd-on-chiswick-rd-brighton/6439386523.html
1 Bd on Brighton Ave.ALLSTON,1600,1,,https://boston.craigslist.org/gbs/fee/d/1-bd-on-brighton-aveallston/6439540550.html
2 Bed on Chester St. ALLSTON,2350,2,,https://boston.craigslist.org/gbs/fee/d/2-bed-on-chester-st-allston/6439586845.html
1 Bed on Park Dr FENWAY Near Longwood,1800,1,,https://boston.craigslist.org/gbs/fee/d/1-bed-on-park-dr-fenway-near/6439452807.html
1 Bd on South Russell St.BEACON HILL,2300,1,,https://boston.craigslist.org/gbs/fee/d/1-bd-on-south-russell/6439504414.html
WONDERFUL 1 Bed on Brighton Ave. ALLSTON Near BU,1550,1,,https://boston.craigslist.org/gbs/fee/d/wonderful-1-bed-on-brighton/6439540597.html
FURNISHED SHORT TERM 1 BED IN KENMORE SQ MINS TO BU,2600,1,520ft2,https://boston.craigslist.org/gbs/fee/d/furnished-short-term-1-bed-in/6439245679.html
1 Bed on Park Dr FENWAY,1800,1,,https://boston.craigslist.org/gbs/fee/d/1-bed-on-park-dr-fenway/6434979376.html
Studio on Brainerd Rd ALLSTON,1575,,,https://boston.craigslist.org/gbs/fee/d/studio-on-brainerd-rd-allston/6439603743.html
Breathtaking Seaport District 1 Bedroom,3187,1,950ft2,https://boston.craigslist.org/gbs/fee/d/breathtaking-seaport-district/6433165671.html
1 Bd on Commonwealth Ave ALLSTON,1750,1,,https://boston.craigslist.org/gbs/fee/d/1-bd-on-commonwealth-ave/6439540514.html
Stunning 2 Bd on Mt Vernon St BEACON HILL,3100,2,,https://boston.craigslist.org/gbs/fee/d/stunning-2-bd-on-mt-vernon-st/6439504283.html
5 Bed on Carmel St MISSION HILL Near NEU WIT  MCPHS,5300,5,,https://boston.craigslist.org/gbs/fee/d/5-bed-on-carmel-st-mission/6439386382.html
Prime South End Location,3538,2,929ft2,https://boston.craigslist.org/gbs/fee/d/prime-south-end-location/6451412295.html
Spacious Back Bay 1 Bed Close to MIT / BU / BUMC,2650,1,,https://boston.craigslist.org/gbs/fee/d/spacious-back-bay-1-bed-close/6452668291.html
Prime Studio in South End,2572,,520ft2,https://boston.craigslist.org/gbs/fee/d/prime-studio-in-south-end/6451409370.html
Prime Seaport District Location,5739,2,1030ft2,https://boston.craigslist.org/gbs/fee/d/prime-seaport-district/6433177673.html
Quality 1 Bedroom in Theater District- NO BROKER FEE!,2550,1,,https://boston.craigslist.org/gbs/nfb/d/quality-1-bedroom-in-theater/6444727506.html
Newly Updated Studio Back Bay,2400,,,https://boston.craigslist.org/gbs/fee/d/newly-updated-studio-back-bay/6439344997.html
Studio on Queensberry St Fenway,1625,,,https://boston.craigslist.org/gbs/fee/d/studio-on-queensberry-st/6439465462.html
Studio on Orkney Rd BRIGHTON,1575,,,https://boston.craigslist.org/gbs/fee/d/studio-on-orkney-rd-brighton/6439434925.html
Studio on Queensberry St Fenway Near Longwood MCPHS,1675,,,https://boston.craigslist.org/gbs/fee/d/studio-on-queensberry-st/6439504263.html
1 Bd on  Queensberry St Fenway,2150,1,,https://boston.craigslist.org/gbs/fee/d/1-bd-on-queensberry-st-fenway/6439504251.html
Blackwood St 1 Bed south End,2300,1,650ft2,https://boston.craigslist.org/gbs/fee/d/blackwood-st-1-bed-south-end/6452661138.html
"6 bed available 9/1, laundry in unit and freshly painted",4950,6,,https://boston.craigslist.org/gbs/fee/d/6-bed-available-9-1-laundry/6464817761.html
1 Bd on Queensberry St FENWAY Near Longwood ',2075,1,,https://boston.craigslist.org/gbs/fee/d/1-bd-on-queensberry-st-fenway/6439465100.html
4 Bed on Saint Lukes Rd ALLSTON Near BU,4400,4,,https://boston.craigslist.org/gbs/fee/d/4-bed-on-saint-lukes-rd/6439367211.html
"Great Spot!!  2 bed 1 1/2 baths available NOW $1,800",1800,,,https://boston.craigslist.org/gbs/abo/d/great-spot-2-bedbaths/6448290231.html
3 Bed on Beacon St KENMORE BU MCPHS SIMMONS,2820,3,752ft2,https://boston.craigslist.org/gbs/fee/d/3-bed-on-beacon-st-kenmore-bu/6439342063.html
1 Bd on Brighton Ave.ALLSTON,1600,1,,https://boston.craigslist.org/gbs/fee/d/1-bd-on-brighton-aveallston/6439252822.html
Garden Level Fenway Studio!,1675,,,https://boston.craigslist.org/gbs/fee/d/garden-level-fenway-studio/6439465397.html
1 Bed on Park Dr FENWAY,1800,1,,https://boston.craigslist.org/gbs/fee/d/1-bed-on-park-dr-fenway/6439452528.html
Available September 1st / 1 bed / beautiful / dishwasher,1650,1,,https://boston.craigslist.org/gbs/fee/d/available-september-1st-1-bed/6464813076.html
Beacon St 1 Bed Kenmore Sq Near BU / MIT  / BUMC,2100,1,517ft2,https://boston.craigslist.org/gbs/fee/d/beacon-st-1-bed-kenmore-sq/6452661391.html
1 Bd on Commonwealth Ave.,1850,1,,https://boston.craigslist.org/gbs/fee/d/1-bd-on-commonwealth-ave/6452489763.html
STUDENT FRIENDLY 4 BED GEM - GREAT LOCATION - DON'T MISS OUT,4800,4,,https://boston.craigslist.org/gbs/fee/d/student-friendly-4-bed-gem/6464808073.html
"Avail. now! Inman Square, 3 bedroom 1 bath, two off-street parking!",2500,3,1400ft2,https://boston.craigslist.org/gbs/abo/d/avail-now-inman-square-3/6443733488.html
"Avail now! Sunny 3 bedroom, 2 bath, laundry, parking!",2500,3,1500ft2,https://boston.craigslist.org/gbs/abo/d/avail-now-sunny-3-bedroom-2/6443732257.html
Tufts University~Private Back Porch~New Stainless Steel~ LED Lighting,2975,3,950ft2,https://boston.craigslist.org/gbs/fee/d/tufts-universityprivate-back/6450817570.html
Studio,1690,,,https://boston.craigslist.org/gbs/fee/d/studio/6458913719.html
"Very nice 4 Bed, close to BU and Coolidge Corner!",4850,4,,https://boston.craigslist.org/gbs/fee/d/very-nice-4-bed-close-to-bu/6464816754.html
"6 Bd, 3 Bath, New/Renovated Kitchen, Eat-in Kitchen, Duplex, Disposal",6900,6,,https://boston.craigslist.org/gbs/fee/d/6-bd-3-bath-new-renovated/6458764264.html
Large Studio On Copley Square. Steps To Green Line Trains/Buses!,1850,1,,https://boston.craigslist.org/gbs/fee/d/large-studio-on-copley-square/6464816549.html
"Somerville, 1/2 mile to Davis Sq, One Month Free,Available Now, No Fee",2500,,,https://boston.craigslist.org/gbs/nfb/d/somerville-1-2-mile-to-davis/6464815949.html
Charming 1 Bed in South Boston!,1875,1,,https://boston.craigslist.org/gbs/nfb/d/charming-1-bed-in-south-boston/6464815705.html
"Huge, single family, 4 beds, east side",4000,4,,https://boston.craigslist.org/gbs/fee/d/huge-single-family-4-beds/6464815567.html
Amazing Rental Opportunity !!! Stunning Brookline 4 Bed 3.5 Bath,8000,4,3003ft2,https://boston.craigslist.org/gbs/nfb/d/amazing-rental-opportunity/6464815298.html
"Minutes to BU, available Sep 1 * 2 bed w/ in unit laundry",2200,2,,https://boston.craigslist.org/gbs/fee/d/minutes-to-bu-available-sep-1/6464815253.html
Well appointed | dishwasher | available September 1st | 1 bed,1770,1,,https://boston.craigslist.org/gbs/fee/d/well-appointed-dishwasher/6464815238.html
Amazing Rental Opportunity !!! Stunning Brookline 4 Bed 3.5 Bath,8000,4,3003ft2,https://boston.craigslist.org/gbs/nfb/d/amazing-rental-opportunity/6464815170.html
"Need Roomate for 3 Bed, 2 Bath in Davis Sq. Somerville",900,3,,https://boston.craigslist.org/gbs/abo/d/need-roomate-for-3-bed-2-bath/6464804913.html
Near T! NO BROKER FEE! Foyer~Spacious~Hardwood~Coin-OP! Eat-in Kitchen,3095,3,,https://boston.craigslist.org/gbs/nfb/d/near-no-broker-fee/6451223972.html
"4 Bed in mission hill near bc bu & downtown, public transportation",3200,4,1000ft2,https://boston.craigslist.org/gbs/fee/d/4-bed-in-mission-hill-near-bc/6464814997.html
Pet Friendly~Sunny 2 bed~Modern Kitchen~Hardwood~Elevator~Coin-Op!,1825,2,,https://boston.craigslist.org/gbs/fee/d/pet-friendlysunny-2-bedmodern/6454762214.html
Large 4BD Apartment in Chelsea on Broadway,2300,4,1200ft2,https://boston.craigslist.org/nos/abo/d/large-4bd-apartment-in/6464789196.html
Amazing Location~Near T! Sunny Studio~Granite Counters~Gleaming Floors,2080,,,https://boston.craigslist.org/gbs/fee/d/amazing-locationnear-sunny/6460355930.html
Stunning unit~Near T! Parking Spot~Bright~Gleaming Hardwood~Porch~2/1!,2500,2,,https://boston.craigslist.org/gbs/fee/d/stunning-unitnear-parking/6460472835.html
Renovaetd Inman Sq. 3 Bed: Equal Sized Bedrooms - 15 to Harvard!,2995,3,,https://boston.craigslist.org/gbs/fee/d/renovaetd-inman-sq-3-bed/6464814815.html
Near T~Amazing Location~Spacious~Bright~1st Floor~Coin-Op~NorthEastern,3190,2,,https://boston.craigslist.org/gbs/fee/d/near-tamazing/6461142808.html
"South Boston 2 Bd, NO FEE, Parking For Rent",2900,2,,https://boston.craigslist.org/gbs/nfb/d/south-boston-2-bd-no-fee/6464814780.html
Spacious 6 bedroom apartment,4300,,,https://boston.craigslist.org/gbs/fee/d/spacious-6-bedroom-apartment/6454891484.html
Great studio NO FEE!!,1550,,,https://boston.craigslist.org/gbs/nfb/d/great-studio-no-fee/6457445432.html
"Great 5 Bd, 2.5 Bath!!!",6300,5,1700ft2,https://boston.craigslist.org/gbs/fee/d/great-5-bd-25-bath/6457325019.html
Beautiful~Modern Kitchen~Hardwood Floors~Yard~Porch~Modern Bath,2500,3,,https://boston.craigslist.org/gbs/fee/d/beautifulmodern/6464814396.html
"BEAUTIFUL 1 Bd, NO FEE, Pets ok",3341,1,730ft2,https://boston.craigslist.org/gbs/nfb/d/beautiful-1-bd-no-fee-pets-ok/6456327205.html
Great Studio apartment in Knemore area,1650,,,https://boston.craigslist.org/gbs/fee/d/great-studio-apartment-in/6461534727.html
"6 Bd, 2 Bath, Hardwood Floors, Ceramic Tiles, Eat-in Kitchen",4800,6,,https://boston.craigslist.org/gbs/fee/d/6-bd-2-bath-hardwood-floors/6461538209.html
4 Bed near Packards Corner--Large Living Room and Renovated Kitchen,4400,4,,https://boston.craigslist.org/gbs/fee/d/4-bed-near-packards-corner/6461559733.html
Sunny Mission Hill Bedroom,950,,,https://boston.craigslist.org/gbs/nfb/d/sunny-mission-hill-bedroom/6464808585.html
Studio With 1 Bath Available FEBRUARY 1,1575,,,https://boston.craigslist.org/gbs/fee/d/studio-with-1-bath-available/6456782112.html
March 1st STUDIO With 1 Bath Cat OK,1500,,,https://boston.craigslist.org/gbs/fee/d/march-1st-studio-with-1-bath/6456784203.html
Available Now 1 BED 1 Bath With H&HW,1795,1,636ft2,https://boston.craigslist.org/gbs/fee/d/available-now-1-bed-1-bath/6456787436.html
Beacon st/Mass ave Studio-Ht/Hw-Walk to MIT-Newbury st-Laundry-heated,1800,,,https://boston.craigslist.org/gbs/fee/d/beacon-st-mass-ave-studio-ht/6464813909.html
Brookline 5 bedroom,4000,5,,https://boston.craigslist.org/gbs/fee/d/brookline-5-bedroom/6462044901.html
"Studio on Saint Lukes Rd., EXCLUSIVE LISTING, Disposal, Gas Stove",1450,,,https://boston.craigslist.org/gbs/nfb/d/studio-on-saint-lukes-rd/6464813818.html
"4 Bd on Evergreen St., 2 Bath, Fireplace (Decorative), Porch, A/C",4300,4,,https://boston.craigslist.org/gbs/fee/d/4-bd-on-evergreen-st-2-bath/6464813722.html
3 Bed 1 Bath NO FEE Now Available!With H&HW,3095,3,,https://boston.craigslist.org/gbs/nfb/d/3-bed-1-bath-no-fee-now/6434592310.html
NO FEE 4 BED 1 Bath With H&HW Available 9/01,4550,4,,https://boston.craigslist.org/gbs/nfb/d/no-fee-4-bed-1-bath-with-hhw/6455570899.html
September 1st 4 BED 1 Bath NO FEE!,4500,4,,https://boston.craigslist.org/gbs/nfb/d/september-1st-4-bed-1-bath-no/6455569562.html
GORGEOUS Studio on Beacon St. BACK BAY Near BU MIT NECO,1800,,,https://boston.craigslist.org/gbs/fee/d/gorgeous-studio-on-beacon-st/6452668380.html
Park Dr 1 Bed Fenway!! Mins to Downtown!!,1800,1,,https://boston.craigslist.org/gbs/fee/d/park-dr-1-bed-fenway-mins-to/6452667685.html
Park Dr 1 Bed Fenway!! Mins to Longwood,1800,1,,https://boston.craigslist.org/gbs/fee/d/park-dr-1-bed-fenway-mins-to/6452667284.html
Stunning 2 Bd on Mt Vernon St BEACON HILL,3100,2,,https://boston.craigslist.org/gbs/fee/d/stunning-2-bd-on-mt-vernon-st/6452667216.html
COMM AVE CONDO MINS TO DOWNTOWN  *MUST SEE*,2300,1,525ft2,https://boston.craigslist.org/gbs/fee/d/comm-ave-condo-mins-to/6452661322.html
1 Bd on Queensberry St FENWAY Near Longwood ',2075,1,,https://boston.craigslist.org/gbs/fee/d/1-bd-on-queensberry-st-fenway/6452644426.html
1 Bd on Queensberry St FENWAY,2150,1,,https://boston.craigslist.org/gbs/fee/d/1-bd-on-queensberry-st-fenway/6452636734.html
Beacon St 1 Bed Kenmore Sq Near BU / MIT  / BUMC,2100,1,517ft2,https://boston.craigslist.org/gbs/fee/d/beacon-st-1-bed-kenmore-sq/6452661459.html
COMM AVE CONDO MINS TO DOWNTOWN  *MUST SEE*,2300,1,525ft2,https://boston.craigslist.org/gbs/fee/d/comm-ave-condo-mins-to/6452661209.html
Studio on Jersey St  Fenway,2075,1,,https://boston.craigslist.org/gbs/fee/d/studio-on-jersey-st-fenway/6452645831.html
Studio on Queensberry St FENWAY Mins to Longwood,1600,,,https://boston.craigslist.org/gbs/fee/d/studio-on-queensberry-st/6452644469.html
"4 Bd on Long Ave., Dishwasher, Disposal, Hardwood Floors, Photos",3300,4,,https://boston.craigslist.org/gbs/nfb/d/4-bd-on-long-ave-dishwasher/6464812517.html
Park Dr Studio FENWAY - MUST SEE -,1675,,,https://boston.craigslist.org/gbs/fee/d/park-dr-studio-fenway-must/6452636891.html
Studio on Queensberry St Fenway - Mins to Longwood -,1625,,,https://boston.craigslist.org/gbs/fee/d/studio-on-queensberry-st/6452628282.html
"1 Bd on Union Park St., Pet Ok, NO FEE",2500,1,,https://boston.craigslist.org/gbs/nfb/d/1-bd-on-union-park-st-pet-ok/6452489821.html
1 Bd on Park Dr Fenway,2250,1,,https://boston.craigslist.org/gbs/fee/d/1-bd-on-park-dr-fenway/6452641960.html
Studio on Queensberry FENWAY,1675,,,https://boston.craigslist.org/gbs/fee/d/studio-on-queensberry-fenway/6452636781.html
Studio on Jersey St FENWAY,1775,,395ft2,https://boston.craigslist.org/gbs/fee/d/studio-on-jersey-st-fenway/6452628355.html
3 Bd on Beacon St Kenmore Mins to BU,3360,3,731ft2,https://boston.craigslist.org/gbs/fee/d/3-bd-on-beacon-st-kenmore/6439245372.html
1 Bd on Strathmore Rd.,1775,1,,https://boston.craigslist.org/gbs/fee/d/1-bd-on-strathmore-rd/6452489721.html
1 Bd Split on Brainerd Rd ALLSTON,1895,1,,https://boston.craigslist.org/gbs/fee/d/1-bd-split-on-brainerd-rd/6452489671.html
Spacious Back Bay 1 Bed Close to MIT / BU / BUMC,2650,1,,https://boston.craigslist.org/gbs/fee/d/spacious-back-bay-1-bed-close/6452437272.html
"Studio on Chester St., Hardwood Floors, heat+hot water included",1650,,,https://boston.craigslist.org/gbs/nfb/d/studio-on-chester-st-hardwood/6464811789.html
"Spacious One Bed/Bath, Stainless Steel Kitchen Appl., Hardwood Floors!",2950,1,,https://boston.craigslist.org/gbs/fee/d/spacious-one-bed-bath/6464811638.html
Near T~BU~Updated~Granite~SS Appliances~Cabinets~Hardwood~Deck!~,2700,3,,https://boston.craigslist.org/gbs/fee/d/near-tbuupdatedgranitess/6462166488.html
3br - Spacious~GoodLighting~Large Rooms~Great Location~Hardwood~Deck~,2600,3,,https://boston.craigslist.org/gbs/fee/d/3br-spaciousgoodlightinglarge/6462149924.html
Parking Spot~Spacious! Dishwasher~Dining Room~Den~Living Room~Porch~,2200,2,,https://boston.craigslist.org/gbs/fee/d/parking-spotspacious/6445912094.html
Packard's Corner~BU! Impeccable Unit~Bright~Open Layout~Renovated~9/1!,4800,4,1200ft2,https://boston.craigslist.org/gbs/fee/d/packards-cornerbu-impeccable/6446317297.html
No Broker Fee~1.5 bed!! Modern~Tons of Light~Stainless Steel~St. Eliz!,2200,1,,https://boston.craigslist.org/gbs/nfb/d/no-broker-fee15-bed/6452637374.html
Newly Renovated~Modern Kitchen/Bathroom~Sunny~Gleaming Hardwood~NOW!,2000,3,,https://boston.craigslist.org/gbs/fee/d/newly-renovatedmodern-kitchen/6461146513.html
Amazing Views~Spacious~Stainless Steel~Modern~Bright~Walk-in Closets!,4000,3,,https://boston.craigslist.org/gbs/fee/d/amazing/6460475845.html
"New 5 Bed 2 Bath Tremont by Mission Hill near Northeastern, Wentworth",6400,5,,https://boston.craigslist.org/gbs/fee/d/new-5-bed-2-bath-tremont-by/6464810948.html
Dead End St.~Near Green Line~Pet Friendly~Hardwood~Deck~Living room,1700,1,,https://boston.craigslist.org/gbs/fee/d/dead-end-stnear-green-linepet/6464810140.html
"Room for Rent in a 4-Bed, 2-Bath",875,,,https://boston.craigslist.org/gbs/abo/d/room-for-rent-in-4-bed-2-bath/6464801088.html
AWESOME 1 BED GEM~INTERNET ACCESS!,3125,1,,https://boston.craigslist.org/gbs/fee/d/awesome-1-bed-geminternet/6464776742.html
"*NEW & Modern* 1 Bd on COMM Ave, GRANITE & STAINLESS STEEL, June 1",1900,1,,https://boston.craigslist.org/gbs/nfb/d/new-modern-1-bd-on-comm-ave/6464809380.html
"Top Floor 1BR NEXT TO SULLIVAN T! Best Deal Around, Newly Renovated!",1500,1,600ft2,https://boston.craigslist.org/gbs/fee/d/top-floor-1br-next-to/6464809328.html
AWESOME 1 BED GEM~INTERNET ACCESS!,3125,1,,https://boston.craigslist.org/gbs/fee/d/awesome-1-bed-geminternet/6464776742.html
"*NEW & Modern* 1 Bd on COMM Ave, GRANITE & STAINLESS STEEL, June 1",1900,1,,https://boston.craigslist.org/gbs/nfb/d/new-modern-1-bd-on-comm-ave/6464809380.html
